cell_id;antenna_id;service
C0002584;ANT000385;N28
C0002585;ANT000386;B20
C0002586;ANT000386;B1
C0002587;ANT000386;N28
C0002588;ANT000387;GSM900
C0002589;ANT000387;B3
C0002590;ANT000387;B32
C0002591;ANT000387;B8
C0002592;ANT000387;B20
C0002593;ANT000387;N28
C0002594;ANT000387;N1
C0002595;ANT000387;B1
C0002596;ANT000387;N78
C0002597;ANT000388;GSM900
C0002598;ANT000388;B3
C0002599;ANT000388;B32
C0002600;ANT000388;B8
C0002601;ANT000388;B20
C0002602;ANT000388;N28
C0002603;ANT000388;N1
C0002604;ANT000388;B1
C0002605;ANT000388;N78
C0002606;ANT000389;GSM900
C0002607;ANT000389;B3
C0002608;ANT000389;B32
C0002609;ANT000389;B8
C0002610;ANT000389;B20
C0002611;ANT000389;N28
C0002612;ANT000389;N1
C0002613;ANT000389;B1
C0002614;ANT000389;N78
C0002615;ANT000390;B8
C0002616;ANT000390;B3
C0002617;ANT000390;B32
C0002618;ANT000390;B20
C0002619;ANT000390;N78
C0002620;ANT000391;B8
C0002621;ANT000391;B3
C0002622;ANT000391;B32
C0002623;ANT000391;B20
C0002624;ANT000391;N78
C0002625;ANT000392;B8
C0002626;ANT000392;B3
C0002627;ANT000392;B32
C0002628;ANT000392;B20
C0002629;ANT000392;N78
C0002630;ANT000393;GSM900
C0002631;ANT000393;B8
C0002632;ANT000393;B3
C0002633;ANT000393;B32
C0002634;ANT000393;N28
C0002635;ANT000393;N1
C0002636;ANT000394;GSM900
C0002637;ANT000394;B8
C0002638;ANT000394;B3
C0002639;ANT000394;B32
C0002640;ANT000394;N28
C0002641;ANT000394;N1
C0002642;ANT000395;GSM900
C0002643;ANT000395;B8
C0002644;ANT000395;B3
C0002645;ANT000395;B32
C0002646;ANT000395;N28
C0002647;ANT000395;N1
C0002648;ANT000396;GSM900
C0002649;ANT000396;B8
C0002650;ANT000396;B32
C0002651;ANT000396;B3
C0002652;ANT000396;B7
C0002653;ANT000396;B20
C0002654;ANT000396;N28
C0002655;ANT000396;N1
C0002656;ANT000396;B1
C0002657;ANT000396;N78
C0002658;ANT000397;GSM900
C0002659;ANT000397;B8
C0002660;ANT000397;B32
C0002661;ANT000397;B3
C0002662;ANT000397;B7
C0002663;ANT000397;B20
C0002664;ANT000397;N28
C0002665;ANT000397;N1
C0002666;ANT000397;B1
C0002667;ANT000397;N78
C0002668;ANT000398;GSM900
C0002669;ANT000398;B8
C0002670;ANT000398;B32
C0002671;ANT000398;B3
C0002672;ANT000398;B7
C0002673;ANT000398;B20
C0002674;ANT000398;N28
C0002675;ANT000398;N1
C0002676;ANT000398;B1
C0002677;ANT000398;N78
C0002678;ANT000399;GSM900
C0002679;ANT000399;B20
C0002680;ANT000399;N28
C0002681;ANT000399;B7
C0002682;ANT000400;GSM900
C0002683;ANT000400;B20
C0002684;ANT000400;N28
C0002685;ANT000400;B7
C0002686;ANT000401;GSM900
C0002687;ANT000401;B20
C0002688;ANT000401;N28
C0002689;ANT000401;B7
C0002690;ANT000402;GSM900
C0002691;ANT000402;B20
C0002692;ANT000402;N28
C0002693;ANT000402;B7
C0002694;ANT000403;GSM900
C0002695;ANT000403;B20
C0002696;ANT000403;N28
C0002697;ANT000403;B7
C0002698;ANT000404;GSM900
C0002699;ANT000404;B20
C0002700;ANT000404;N28
C0002701;ANT000404;B7
C0002702;ANT000405;GSM900
C0002703;ANT000405;B20
C0002704;ANT000405;N28
C0002705;ANT000405;B7
C0002706;ANT000406;GSM900
C0002707;ANT000406;B20
C0002708;ANT000406;N28
C0002709;ANT000406;B7
C0002710;ANT000407;GSM900
C0002711;ANT000407;B20
C0002712;ANT000407;N28
C0002713;ANT000407;B7
C0002714;ANT000408;B3
C0002715;ANT000408;B8
C0002716;ANT000408;B7
C0002717;ANT000408;B32
C0002718;ANT000408;B20
C0002719;ANT000408;N28
C0002720;ANT000408;B1
C0002721;ANT000408;N78
C0002722;ANT000409;B3
C0002723;ANT000409;B8
C0002724;ANT000409;B7
C0002725;ANT000409;B32
C0002726;ANT000409;B20
C0002727;ANT000409;N28
C0002728;ANT000409;B1
C0002729;ANT000409;N78
C0002730;ANT000410;B3
C0002731;ANT000410;B8
C0002732;ANT000410;B7
C0002733;ANT000410;B32
C0002734;ANT000410;B20
C0002735;ANT000410;N28
C0002736;ANT000410;B1
C0002737;ANT000410;N78
C0002738;ANT000411;GSM900
C0002739;ANT000411;B3
C0002740;ANT000411;B8
C0002741;ANT000411;B32
C0002742;ANT000411;N28
C0002743;ANT000411;N1
C0002744;ANT000411;B1
C0002745;ANT000412;GSM900
C0002746;ANT000412;B3
C0002747;ANT000412;B8
C0002748;ANT000412;B32
C0002749;ANT000412;N28
C0002750;ANT000412;N1
C0002751;ANT000412;B1
C0002752;ANT000413;GSM900
C0002753;ANT000413;B3
C0002754;ANT000413;B8
C0002755;ANT000413;B32
C0002756;ANT000413;N28
C0002757;ANT000413;N1
C0002758;ANT000413;B1
C0002759;ANT000414;GSM900
C0002760;ANT000414;B3
C0002761;ANT000414;B32
C0002762;ANT000414;B7
C0002763;ANT000414;B20
C0002764;ANT000414;N28
C0002765;ANT000414;N1
C0002766;ANT000414;B1
C0002767;ANT000414;N78
C0002768;ANT000415;GSM900
C0002769;ANT000415;B3
C0002770;ANT000415;B32
C0002771;ANT000415;B7
C0002772;ANT000415;B20
C0002773;ANT000415;N28
C0002774;ANT000415;N1
C0002775;ANT000415;B1
C0002776;ANT000415;N78
C0002777;ANT000416;GSM900
C0002778;ANT000416;B3
C0002779;ANT000416;B32
C0002780;ANT000416;B7
C0002781;ANT000416;B20
C0002782;ANT000416;N28
C0002783;ANT000416;N1
C0002784;ANT000416;B1
C0002785;ANT000416;N78
C0002786;ANT000417;B8
C0002787;ANT000417;B3
C0002788;ANT000417;B32
C0002789;ANT000417;B20
C0002790;ANT000417;N1
C0002791;ANT000417;N78
C0002792;ANT000418;B8
C0002793;ANT000418;B3
C0002794;ANT000418;B32
C0002795;ANT000418;B20
C0002796;ANT000418;N1
C0002797;ANT000418;N78
C0002798;ANT000419;B8
C0002799;ANT000419;B3
C0002800;ANT000419;B32
C0002801;ANT000419;B20
C0002802;ANT000419;N1
C0002803;ANT000419;N78
C0002804;ANT000420;GSM900
C0002805;ANT000420;B3
C0002806;ANT000420;B8
C0002807;ANT000420;B7
C0002808;ANT000420;B1
C0002809;ANT000421;GSM900
C0002810;ANT000421;B3
C0002811;ANT000421;B8
C0002812;ANT000421;B7
C0002813;ANT000421;B1
C0002814;ANT000422;GSM900
C0002815;ANT000422;B3
C0002816;ANT000422;B8
C0002817;ANT000422;B7
C0002818;ANT000422;B1
C0002819;ANT000423;GSM900
C0002820;ANT000423;B3
C0002821;ANT000423;B8
C0002822;ANT000423;B7
C0002823;ANT000423;B1
C0002824;ANT000424;GSM900
C0002825;ANT000424;B3
C0002826;ANT000424;B8
C0002827;ANT000424;B7
C0002828;ANT000424;B1
C0002829;ANT000425;GSM900
C0002830;ANT000425;B3
C0002831;ANT000425;B8
C0002832;ANT000425;B7
C0002833;ANT000425;B1
C0002834;ANT000426;GSM900
C0002835;ANT000426;B3
C0002836;ANT000426;B8
C0002837;ANT000426;B7
C0002838;ANT000426;B1
C0002839;ANT000427;GSM900
C0002840;ANT000427;B3
C0002841;ANT000427;B8
C0002842;ANT000427;B7
C0002843;ANT000427;B1
C0002844;ANT000428;GSM900
C0002845;ANT000428;B3
C0002846;ANT000428;B8
C0002847;ANT000428;B7
C0002848;ANT000428;B1
C0002849;ANT000429;GSM900
C0002850;ANT000429;B3
C0002851;ANT000429;N28
C0002852;ANT000429;N1
C0002853;ANT000429;N78
C0002854;ANT000430;GSM900
C0002855;ANT000430;B3
C0002856;ANT000430;N28
C0002857;ANT000430;N1
C0002858;ANT000430;N78
C0002859;ANT000431;GSM900
C0002860;ANT000431;B3
C0002861;ANT000431;N28
C0002862;ANT000431;N1
C0002863;ANT000431;N78
C0002864;ANT000432;B3
C0002865;ANT000432;B7
C0002866;ANT000432;B8
C0002867;ANT000432;B32
C0002868;ANT000432;B20
C0002869;ANT000432;N28
C0002870;ANT000432;N1
C0002871;ANT000432;B1
C0002872;ANT000432;N78
C0002873;ANT000433;B3
C0002874;ANT000433;B7
C0002875;ANT000433;B8
C0002876;ANT000433;B32
C0002877;ANT000433;B20
C0002878;ANT000433;N28
C0002879;ANT000433;N1
C0002880;ANT000433;B1
C0002881;ANT000433;N78
C0002882;ANT000434;B3
C0002883;ANT000434;B7
C0002884;ANT000434;B8
C0002885;ANT000434;B32
C0002886;ANT000434;B20
C0002887;ANT000434;N28
C0002888;ANT000434;N1
C0002889;ANT000434;B1
C0002890;ANT000434;N78
C0002891;ANT000435;GSM900
C0002892;ANT000435;B3
C0002893;ANT000435;B8
C0002894;ANT000435;B20
C0002895;ANT000435;B1
C0002896;ANT000435;N78
C0002897;ANT000436;GSM900
C0002898;ANT000436;B3
C0002899;ANT000436;B8
C0002900;ANT000436;B20
C0002901;ANT000436;B1
C0002902;ANT000436;N78
C0002903;ANT000437;GSM900
C0002904;ANT000437;B3
C0002905;ANT000437;B8
C0002906;ANT000437;B20
C0002907;ANT000437;B1
C0002908;ANT000437;N78
C0002909;ANT000438;B3
C0002910;ANT000438;B32
C0002911;ANT000438;B7
C0002912;ANT000438;B20
C0002913;ANT000438;N28
C0002914;ANT000438;B1
C0002915;ANT000439;B3
C0002916;ANT000439;B32
C0002917;ANT000439;B7
C0002918;ANT000439;B20
C0002919;ANT000439;N28
C0002920;ANT000439;B1
C0002921;ANT000440;B3
C0002922;ANT000440;B32
C0002923;ANT000440;B7
C0002924;ANT000440;B20
C0002925;ANT000440;N28
C0002926;ANT000440;B1
C0002927;ANT000441;B1
C0002928;ANT000441;B3
C0002929;ANT000441;B32
C0002930;ANT000442;B1
C0002931;ANT000442;B3
C0002932;ANT000442;B32
C0002933;ANT000443;B1
C0002934;ANT000443;B3
C0002935;ANT000443;B32
C0002936;ANT000444;B1
C0002937;ANT000444;B3
C0002938;ANT000444;B32
C0002939;ANT000445;B1
C0002940;ANT000445;B3
C0002941;ANT000445;B32
C0002942;ANT000446;B1
C0002943;ANT000446;B3
C0002944;ANT000446;B32
C0002945;ANT000447;GSM900
C0002946;ANT000447;B8
C0002947;ANT000447;B3
C0002948;ANT000447;B32
C0002949;ANT000447;B7
C0002950;ANT000447;N28
C0002951;ANT000447;N1
C0002952;ANT000447;B1
C0002953;ANT000447;N78
C0002954;ANT000448;GSM900
C0002955;ANT000448;B8
C0002956;ANT000448;B3
C0002957;ANT000448;B32
C0002958;ANT000448;B7
C0002959;ANT000448;N28
C0002960;ANT000448;N1
C0002961;ANT000448;B1
C0002962;ANT000448;N78
C0002963;ANT000449;GSM900
C0002964;ANT000449;B8
C0002965;ANT000449;B3
C0002966;ANT000449;B32
C0002967;ANT000449;B7
C0002968;ANT000449;N28
C0002969;ANT000449;N1
C0002970;ANT000449;B1
C0002971;ANT000449;N78
C0002972;ANT000450;GSM900
C0002973;ANT000450;B8
C0002974;ANT000450;B3
C0002975;ANT000450;B32
C0002976;ANT000450;B7
C0002977;ANT000450;N28
C0002978;ANT000450;N1
C0002979;ANT000450;B1
C0002980;ANT000450;N78
C0002981;ANT000451;GSM900
C0002982;ANT000451;B8
C0002983;ANT000451;B3
C0002984;ANT000451;B32
C0002985;ANT000451;B7
C0002986;ANT000451;N28
C0002987;ANT000451;N1
C0002988;ANT000451;B1
C0002989;ANT000451;N78
C0002990;ANT000452;GSM900
C0002991;ANT000452;B8
C0002992;ANT000452;B3
C0002993;ANT000452;B32
C0002994;ANT000452;B7
C0002995;ANT000452;N28
C0002996;ANT000452;N1
C0002997;ANT000452;B1
C0002998;ANT000452;N78
C0002999;ANT000453;B7
C0003000;ANT000453;B20
C0003001;ANT000453;B3
C0003002;ANT000453;N78
C0003003;ANT000454;B7
C0003004;ANT000454;B20
C0003005;ANT000454;B3
C0003006;ANT000454;N78
C0003007;ANT000455;B7
C0003008;ANT000455;B20
C0003009;ANT000455;B3
C0003010;ANT000455;N78
C0003011;ANT000456;B7
C0003012;ANT000456;B20
C0003013;ANT000456;B3
C0003014;ANT000456;N78
C0003015;ANT000457;B7
C0003016;ANT000457;B20
C0003017;ANT000457;B3
C0003018;ANT000457;N78
C0003019;ANT000458;B7
C0003020;ANT000458;B20
C0003021;ANT000458;B3
C0003022;ANT000458;N78
C0003023;ANT000459;B8
C0003024;ANT000459;B3
C0003025;ANT000459;B20
C0003026;ANT000459;N28
C0003027;ANT000459;B1
C0003028;ANT000459;N78
C0003029;ANT000460;B8
C0003030;ANT000460;B3
C0003031;ANT000460;B20
C0003032;ANT000460;N28
C0003033;ANT000460;B1
C0003034;ANT000460;N78
C0003035;ANT000461;B8
C0003036;ANT000461;B3
C0003037;ANT000461;B20
C0003038;ANT000461;N28
C0003039;ANT000461;B1
C0003040;ANT000461;N78
C0003041;ANT000462;GSM900
C0003042;ANT000462;B3
C0003043;ANT000462;B8
C0003044;ANT000462;B7
C0003045;ANT000462;B20
C0003046;ANT000462;N28
C0003047;ANT000462;N1
C0003048;ANT000462;B1
C0003049;ANT000462;N78
C0003050;ANT000463;GSM900
C0003051;ANT000463;B3
C0003052;ANT000463;B8
C0003053;ANT000463;B7
C0003054;ANT000463;B20
C0003055;ANT000463;N28
C0003056;ANT000463;N1
C0003057;ANT000463;B1
C0003058;ANT000463;N78
C0003059;ANT000464;GSM900
C0003060;ANT000464;B3
C0003061;ANT000464;B8
C0003062;ANT000464;B7
C0003063;ANT000464;B20
C0003064;ANT000464;N28
C0003065;ANT000464;N1
C0003066;ANT000464;B1
C0003067;ANT000464;N78
C0003068;ANT000465;B8
C0003069;ANT000465;B3
C0003070;ANT000465;B7
C0003071;ANT000465;N28
C0003072;ANT000465;N78
C0003073;ANT000466;B8
C0003074;ANT000466;B3
C0003075;ANT000466;B7
C0003076;ANT000466;N28
C0003077;ANT000466;N78
C0003078;ANT000467;B8
C0003079;ANT000467;B3
C0003080;ANT000467;B7
C0003081;ANT000467;N28
C0003082;ANT000467;N78
C0003083;ANT000468;B8
C0003084;ANT000468;B3
C0003085;ANT000468;B7
C0003086;ANT000468;B32
C0003087;ANT000468;B20
C0003088;ANT000468;N28
C0003089;ANT000468;N1
C0003090;ANT000468;B1
C0003091;ANT000469;B8
C0003092;ANT000469;B3
C0003093;ANT000469;B7
C0003094;ANT000469;B32
C0003095;ANT000469;B20
C0003096;ANT000469;N28
C0003097;ANT000469;N1
C0003098;ANT000469;B1
C0003099;ANT000470;B8
C0003100;ANT000470;B3
C0003101;ANT000470;B7
C0003102;ANT000470;B32
C0003103;ANT000470;B20
C0003104;ANT000470;N28
C0003105;ANT000470;N1
C0003106;ANT000470;B1
C0003107;ANT000471;B8
C0003108;ANT000471;B3
C0003109;ANT000471;B7
C0003110;ANT000471;B32
C0003111;ANT000471;B20
C0003112;ANT000471;N28
C0003113;ANT000471;N1
C0003114;ANT000471;B1
C0003115;ANT000472;B8
C0003116;ANT000472;B3
C0003117;ANT000472;B7
C0003118;ANT000472;B32
C0003119;ANT000472;B20
C0003120;ANT000472;N28
C0003121;ANT000472;N1
C0003122;ANT000472;B1
C0003123;ANT000473;B8
C0003124;ANT000473;B3
C0003125;ANT000473;B7
C0003126;ANT000473;B32
C0003127;ANT000473;B20
C0003128;ANT000473;N28
C0003129;ANT000473;N1
C0003130;ANT000473;B1
C0003131;ANT000474;B3
C0003132;ANT000474;B7
C0003133;ANT000474;B32
C0003134;ANT000474;N1
C0003135;ANT000474;B1
C0003136;ANT000474;N78
C0003137;ANT000475;B3
C0003138;ANT000475;B7
C0003139;ANT000475;B32
C0003140;ANT000475;N1
C0003141;ANT000475;B1
C0003142;ANT000475;N78
C0003143;ANT000476;B3
C0003144;ANT000476;B7
C0003145;ANT000476;B32
C0003146;ANT000476;N1
C0003147;ANT000476;B1
C0003148;ANT000476;N78
C0003149;ANT000477;GSM900
C0003150;ANT000477;B3
C0003151;ANT000477;B32
C0003152;ANT000477;B7
C0003153;ANT000477;B20
C0003154;ANT000477;N28
C0003155;ANT000477;N1
C0003156;ANT000477;N78
C0003157;ANT000478;GSM900
C0003158;ANT000478;B3
C0003159;ANT000478;B32
C0003160;ANT000478;B7
C0003161;ANT000478;B20
C0003162;ANT000478;N28
C0003163;ANT000478;N1
C0003164;ANT000478;N78
C0003165;ANT000479;GSM900
C0003166;ANT000479;B3
C0003167;ANT000479;B32
C0003168;ANT000479;B7
C0003169;ANT000479;B20
C0003170;ANT000479;N28
C0003171;ANT000479;N1
C0003172;ANT000479;N78
C0003173;ANT000480;GSM900
C0003174;ANT000480;B8
C0003175;ANT000480;B32
C0003176;ANT000480;B3
C0003177;ANT000480;B7
C0003178;ANT000480;B20
C0003179;ANT000480;N28
C0003180;ANT000480;N1
C0003181;ANT000480;B1
C0003182;ANT000480;N78
C0003183;ANT000481;GSM900
C0003184;ANT000481;B8
C0003185;ANT000481;B32
C0003186;ANT000481;B3
C0003187;ANT000481;B7
C0003188;ANT000481;B20
C0003189;ANT000481;N28
C0003190;ANT000481;N1
C0003191;ANT000481;B1
C0003192;ANT000481;N78
C0003193;ANT000482;GSM900
C0003194;ANT000482;B8
C0003195;ANT000482;B32
C0003196;ANT000482;B3
C0003197;ANT000482;B7
C0003198;ANT000482;B20
C0003199;ANT000482;N28
C0003200;ANT000482;N1
C0003201;ANT000482;B1
C0003202;ANT000482;N78
C0003203;ANT000483;GSM900
C0003204;ANT000483;B8
C0003205;ANT000483;B7
C0003206;ANT000483;B32
C0003207;ANT000483;B3
C0003208;ANT000483;B20
C0003209;ANT000483;N28
C0003210;ANT000483;N1
C0003211;ANT000483;B1
C0003212;ANT000484;GSM900
C0003213;ANT000484;B8
C0003214;ANT000484;B7
C0003215;ANT000484;B32
C0003216;ANT000484;B3
C0003217;ANT000484;B20
C0003218;ANT000484;N28
C0003219;ANT000484;N1
C0003220;ANT000484;B1
C0003221;ANT000485;GSM900
C0003222;ANT000485;B8
C0003223;ANT000485;B7
C0003224;ANT000485;B32
C0003225;ANT000485;B3
C0003226;ANT000485;B20
C0003227;ANT000485;N28
C0003228;ANT000485;N1
C0003229;ANT000485;B1
C0003230;ANT000486;B3
C0003231;ANT000486;B7
C0003232;ANT000486;B32
C0003233;ANT000486;B20
C0003234;ANT000486;N1
C0003235;ANT000486;N78
C0003236;ANT000487;B3
C0003237;ANT000487;B7
C0003238;ANT000487;B32
C0003239;ANT000487;B20
C0003240;ANT000487;N1
C0003241;ANT000487;N78
C0003242;ANT000488;B3
C0003243;ANT000488;B7
C0003244;ANT000488;B32
C0003245;ANT000488;B20
C0003246;ANT000488;N1
C0003247;ANT000488;N78
C0003248;ANT000489;B1
C0003249;ANT000489;B3
C0003250;ANT000489;B8
C0003251;ANT000489;N78
C0003252;ANT000490;B1
C0003253;ANT000490;B3
C0003254;ANT000490;B8
C0003255;ANT000490;N78
C0003256;ANT000491;B1
C0003257;ANT000491;B3
C0003258;ANT000491;B8
C0003259;ANT000491;N78
C0003260;ANT000492;GSM900
C0003261;ANT000492;B8
C0003262;ANT000492;B7
C0003263;ANT000492;B32
C0003264;ANT000492;B20
C0003265;ANT000492;N28
C0003266;ANT000492;B1
C0003267;ANT000493;GSM900
C0003268;ANT000493;B8
C0003269;ANT000493;B7
C0003270;ANT000493;B32
C0003271;ANT000493;B20
C0003272;ANT000493;N28
C0003273;ANT000493;B1
C0003274;ANT000494;GSM900
C0003275;ANT000494;B8
C0003276;ANT000494;B7
C0003277;ANT000494;B32
C0003278;ANT000494;B20
C0003279;ANT000494;N28
C0003280;ANT000494;B1
C0003281;ANT000495;GSM900
C0003282;ANT000495;B8
C0003283;ANT000495;B7
C0003284;ANT000495;B32
C0003285;ANT000495;B20
C0003286;ANT000495;N28
C0003287;ANT000495;B1
C0003288;ANT000496;GSM900
C0003289;ANT000496;B8
C0003290;ANT000496;B7
C0003291;ANT000496;B32
C0003292;ANT000496;B20
C0003293;ANT000496;N28
C0003294;ANT000496;B1
C0003295;ANT000497;GSM900
C0003296;ANT000497;B8
C0003297;ANT000497;B7
C0003298;ANT000497;B32
C0003299;ANT000497;B20
C0003300;ANT000497;N28
C0003301;ANT000497;B1
C0003302;ANT000498;GSM900
C0003303;ANT000498;B8
C0003304;ANT000498;B7
C0003305;ANT000498;B32
C0003306;ANT000498;B20
C0003307;ANT000498;N28
C0003308;ANT000498;B1
C0003309;ANT000499;GSM900
C0003310;ANT000499;B8
C0003311;ANT000499;B7
C0003312;ANT000499;B32
C0003313;ANT000499;B20
C0003314;ANT000499;N28
C0003315;ANT000499;B1
C0003316;ANT000500;GSM900
C0003317;ANT000500;B8
C0003318;ANT000500;B7
C0003319;ANT000500;B32
C0003320;ANT000500;B20
C0003321;ANT000500;N28
C0003322;ANT000500;B1
C0003323;ANT000501;GSM900
C0003324;ANT000501;B8
C0003325;ANT000501;B7
C0003326;ANT000501;B32
C0003327;ANT000501;B20
C0003328;ANT000501;N28
C0003329;ANT000501;B1
C0003330;ANT000502;GSM900
C0003331;ANT000502;B8
C0003332;ANT000502;B7
C0003333;ANT000502;B32
C0003334;ANT000502;B20
C0003335;ANT000502;N28
C0003336;ANT000502;B1
C0003337;ANT000503;GSM900
C0003338;ANT000503;N78
C0003339;ANT000503;B20
C0003340;ANT000503;B3
C0003341;ANT000504;GSM900
C0003342;ANT000504;N78
C0003343;ANT000504;B20
C0003344;ANT000504;B3
C0003345;ANT000505;GSM900
C0003346;ANT000505;N78
C0003347;ANT000505;B20
C0003348;ANT000505;B3
C0003349;ANT000506;N1
C0003350;ANT000506;B3
C0003351;ANT000506;B32
C0003352;ANT000507;N1
C0003353;ANT000507;B3
C0003354;ANT000507;B32
C0003355;ANT000508;N1
C0003356;ANT000508;B3
C0003357;ANT000508;B32
C0003358;ANT000509;GSM900
C0003359;ANT000509;B32
C0003360;ANT000509;B7
C0003361;ANT000509;N28
C0003362;ANT000509;N1
C0003363;ANT000509;B1
C0003364;ANT000509;N78
C0003365;ANT000510;GSM900
C0003366;ANT000510;B32
C0003367;ANT000510;B7
C0003368;ANT000510;N28
C0003369;ANT000510;N1
C0003370;ANT000510;B1
C0003371;ANT000510;N78
C0003372;ANT000511;GSM900
C0003373;ANT000511;B32
C0003374;ANT000511;B7
C0003375;ANT000511;N28
C0003376;ANT000511;N1
C0003377;ANT000511;B1
C0003378;ANT000511;N78
C0003379;ANT000512;GSM900
C0003380;ANT000512;B32
C0003381;ANT000512;B7
C0003382;ANT000512;N28
C0003383;ANT000512;N1
C0003384;ANT000512;B1
C0003385;ANT000512;N78
C0003386;ANT000513;GSM900
C0003387;ANT000513;B32
C0003388;ANT000513;B7
C0003389;ANT000513;N28
C0003390;ANT000513;N1
C0003391;ANT000513;B1
C0003392;ANT000513;N78
C0003393;ANT000514;GSM900
C0003394;ANT000514;B32
C0003395;ANT000514;B7
C0003396;ANT000514;N28
C0003397;ANT000514;N1
C0003398;ANT000514;B1
C0003399;ANT000514;N78
C0003400;ANT000515;GSM900
C0003401;ANT000515;B32
C0003402;ANT000515;B7
C0003403;ANT000515;N28
C0003404;ANT000515;N1
C0003405;ANT000515;B1
C0003406;ANT000515;N78
C0003407;ANT000516;GSM900
C0003408;ANT000516;B32
C0003409;ANT000516;B7
C0003410;ANT000516;N28
C0003411;ANT000516;N1
C0003412;ANT000516;B1
C0003413;ANT000516;N78
C0003414;ANT000517;GSM900
C0003415;ANT000517;B32
C0003416;ANT000517;B7
C0003417;ANT000517;N28
C0003418;ANT000517;N1
C0003419;ANT000517;B1
C0003420;ANT000517;N78
C0003421;ANT000518;N1
C0003422;ANT000518;B20
C0003423;ANT000518;B1
C0003424;ANT000519;N1
C0003425;ANT000519;B20
C0003426;ANT000519;B1
C0003427;ANT000520;N1
C0003428;ANT000520;B20
C0003429;ANT000520;B1
C0003430;ANT000520;GSM900
C0003431;ANT000524;N78
C0003432;ANT000528;B7
C0003433;ANT000532;GSM900
C0003434;ANT000536;N78
C0003435;ANT000540;B7
C0003436;ANT000544;GSM900
C0003437;ANT000548;N78
C0003438;ANT000552;B7
C0003439;ANT000557;B3
C0003440;ANT000557;B32
C0003441;ANT000557;B20
C0003442;ANT000557;N28
C0003443;ANT000557;N1
C0003444;ANT000557;B1
C0003445;ANT000557;N78
C0003446;ANT000558;B3
C0003447;ANT000558;B32
C0003448;ANT000558;B20
C0003449;ANT000558;N28
C0003450;ANT000558;N1
C0003451;ANT000558;B1
C0003452;ANT000558;N78
C0003453;ANT000559;B3
C0003454;ANT000559;B32
C0003455;ANT000559;B20
C0003456;ANT000559;N28
C0003457;ANT000559;N1
C0003458;ANT000559;B1
C0003459;ANT000559;N78
C0003460;ANT000560;GSM900
C0003461;ANT000560;B3
C0003462;ANT000560;B8
C0003463;ANT000560;B7
C0003464;ANT000560;N1
C0003465;ANT000560;B1
C0003466;ANT000561;GSM900
C0003467;ANT000561;B3
C0003468;ANT000561;B8
C0003469;ANT000561;B7
C0003470;ANT000561;N1
C0003471;ANT000561;B1
C0003472;ANT000562;GSM900
C0003473;ANT000562;B3
C0003474;ANT000562;B8
C0003475;ANT000562;B7
C0003476;ANT000562;N1
C0003477;ANT000562;B1
C0003478;ANT000563;GSM900
C0003479;ANT000563;B8
C0003480;ANT000563;B32
C0003481;ANT000563;B3
C0003482;ANT000563;B7
C0003483;ANT000563;B20
C0003484;ANT000563;N28
C0003485;ANT000563;N1
C0003486;ANT000563;B1
C0003487;ANT000563;N78
C0003488;ANT000564;GSM900
C0003489;ANT000564;B8
C0003490;ANT000564;B32
C0003491;ANT000564;B3
C0003492;ANT000564;B7
C0003493;ANT000564;B20
C0003494;ANT000564;N28
C0003495;ANT000564;N1
C0003496;ANT000564;B1
C0003497;ANT000564;N78
C0003498;ANT000565;GSM900
C0003499;ANT000565;B8
C0003500;ANT000565;B32
C0003501;ANT000565;B3
C0003502;ANT000565;B7
C0003503;ANT000565;B20
C0003504;ANT000565;N28
C0003505;ANT000565;N1
C0003506;ANT000565;B1
C0003507;ANT000565;N78
C0003508;ANT000566;GSM900
C0003509;ANT000566;B3
C0003510;ANT000566;B7
C0003511;ANT000566;B32
C0003512;ANT000566;B20
C0003513;ANT000566;N28
C0003514;ANT000566;N1
C0003515;ANT000566;B1
C0003516;ANT000566;N78
C0003517;ANT000567;GSM900
C0003518;ANT000567;B3
C0003519;ANT000567;B7
C0003520;ANT000567;B32
C0003521;ANT000567;B20
C0003522;ANT000567;N28
C0003523;ANT000567;N1
C0003524;ANT000567;B1
C0003525;ANT000567;N78
C0003526;ANT000568;GSM900
C0003527;ANT000568;B3
C0003528;ANT000568;B7
C0003529;ANT000568;B32
C0003530;ANT000568;B20
C0003531;ANT000568;N28
C0003532;ANT000568;N1
C0003533;ANT000568;B1
C0003534;ANT000568;N78
C0003535;ANT000569;GSM900
C0003536;ANT000569;B3
C0003537;ANT000569;B7
C0003538;ANT000569;B32
C0003539;ANT000569;B20
C0003540;ANT000569;N28
C0003541;ANT000569;N1
C0003542;ANT000569;B1
C0003543;ANT000569;N78
C0003544;ANT000570;GSM900
C0003545;ANT000570;B3
C0003546;ANT000570;B7
C0003547;ANT000570;B32
C0003548;ANT000570;B20
C0003549;ANT000570;N28
C0003550;ANT000570;N1
C0003551;ANT000570;B1
C0003552;ANT000570;N78
C0003553;ANT000571;GSM900
C0003554;ANT000571;B3
C0003555;ANT000571;B7
C0003556;ANT000571;B32
C0003557;ANT000571;B20
C0003558;ANT000571;N28
C0003559;ANT000571;N1
C0003560;ANT000571;B1
C0003561;ANT000571;N78
C0003562;ANT000572;GSM900
C0003563;ANT000572;B3
C0003564;ANT000572;B7
C0003565;ANT000572;B32
C0003566;ANT000572;B20
C0003567;ANT000572;N28
C0003568;ANT000572;N1
